model,id,bleu,precisions,brevity_penalty,length_ratio,translation_length,reference_length
gpt_one_example,17,0.25845285571869553,"[0.4560260586319218, 0.29411764705882354, 0.25245901639344265, 0.23684210526315788]",0.8636568058328686,0.8721590909090909,307,352
gpt_one_example,16,0.030525130916043797,"[0.25757575757575757, 0.1116751269035533, 0.030612244897959183, 0.015384615384615385]",0.5031491223733818,0.592814371257485,198,334
gpt_one_example,14,0.2721520602910929,"[0.48534201954397393, 0.3235294117647059, 0.2721311475409836, 0.23684210526315788]",0.8580486645261058,0.867231638418079,307,354
gpt_one_example,15,0.2923945915819,"[0.4364820846905538, 0.3104575163398693, 0.25573770491803277, 0.24342105263157895]",0.9648036991628913,0.9654088050314465,307,318
gpt_one_example,11,0.2881527394644356,"[0.4006514657980456, 0.2875816993464052, 0.24918032786885247, 0.24013157894736842]",1.0,1.0848056537102473,307,283
gpt_one_example,10,0.2709095425010236,"[0.498371335504886, 0.31699346405228757, 0.26885245901639343, 0.24013157894736842]",0.8524769395929584,0.8623595505617978,307,356
gpt_one_example,12,0.2455612788183754,"[0.495114006514658, 0.3137254901960784, 0.25901639344262295, 0.24013157894736842]",0.7832528783571909,0.8036649214659686,307,382
gpt_one_example,13,0.22997769454603492,"[0.5342019543973942, 0.3137254901960784, 0.26229508196721313, 0.24671052631578946]",0.7126518868840384,0.7469586374695864,307,411
gpt_one_example,8,0.1239522544068852,"[0.7045454545454546, 0.5028571428571429, 0.42528735632183906, 0.41040462427745666]",0.2485663531136963,0.4180522565320665,176,421
gpt_one_example,9,0.24553678098316156,"[0.5458937198067633, 0.38349514563106796, 0.35121951219512193, 0.3480392156862745]",0.6139003224416526,0.672077922077922,207,308
gpt_one_example,4,0.22098640115968082,"[0.4827586206896552, 0.3333333333333333, 0.3130434782608696, 0.31004366812227074]",0.6251100365845775,0.6803519061583577,232,341
gpt_one_example,5,0.0,"[0.26973684210526316, 0.039735099337748346, 0.0, 0.0]",0.15744419349415859,0.3510392609699769,152,433
gpt_one_example,7,0.2557904045290857,"[0.35570469798657717, 0.2760942760942761, 0.24662162162162163, 0.24067796610169492]",0.9257220901086983,0.9283489096573209,298,321
gpt_one_example,6,0.0,"[0.22591362126245848, 0.05333333333333334, 0.0, 0.0]",0.8302349785034866,0.8431372549019608,301,357
gpt_one_example,3,0.21501381032039174,"[0.611353711790393, 0.4166666666666667, 0.3568281938325991, 0.3230088495575221]",0.5194307211811123,0.604221635883905,229,379
gpt_one_example,1,0.2991491521816914,"[0.5276872964169381, 0.3562091503267974, 0.26557377049180325, 0.24342105263157895]",0.9010139599196839,0.9056047197640118,307,339
gpt_one_example,18,0.25159628982812876,"[0.5146579804560261, 0.3202614379084967, 0.25245901639344265, 0.23355263157894737]",0.8013172272237893,0.8186666666666667,307,375
gpt_one_example,19,0.27475270821681685,"[0.46254071661237783, 0.3006535947712418, 0.25245901639344265, 0.23684210526315788]",0.9098618167593174,0.9136904761904762,307,336
claude_simple,17,0.04886169629349151,"[0.3888888888888889, 0.11155378486055777, 0.04, 0.01606425702811245]",0.6724514275370008,0.7159090909090909,252,352
claude_simple,16,0.0,"[0.34285714285714286, 0.08045977011494253, 0.017341040462427744, 0.0]",0.4030996695740623,0.5239520958083832,175,334
claude_simple,14,0.06492909800308777,"[0.5257731958762887, 0.20725388601036268, 0.09375, 0.04712041884816754]",0.4383479541842529,0.5480225988700564,194,354
claude_simple,15,0.04262742658554064,"[0.4080717488789238, 0.09009009009009009, 0.03619909502262444, 0.013636363636363636]",0.6531104846012732,0.7012578616352201,223,318
claude_simple,11,0.0,"[0.19337016574585636, 0.027777777777777776, 0.00558659217877095, 0.0]",0.5691928857071398,0.6395759717314488,181,283
claude_simple,10,0.02646191492370212,"[0.39751552795031053, 0.13125, 0.06289308176100629, 0.0189873417721519]",0.29784557716401927,0.45224719101123595,161,356
claude_simple,12,0.03962299634381082,"[0.4329896907216495, 0.06896551724137931, 0.02768166089965398, 0.010416666666666666]",0.7314585118788581,0.7617801047120419,291,382
claude_simple,13,0.012838363248358678,"[0.35135135135135137, 0.09523809523809523, 0.04794520547945205, 0.020689655172413793]",0.16914024992162346,0.36009732360097324,148,411
claude_simple,8,0.020381299394448216,"[0.43646408839779005, 0.10555555555555556, 0.0446927374301676, 0.016853932584269662]",0.26554609147399594,0.42992874109263657,181,421
claude_simple,9,0.0,"[0.16783216783216784, 0.007042253521126761, 0.0, 0.0]",0.3154212746389477,0.4642857142857143,143,308
claude_simple,4,0.04795545360237514,"[0.1773049645390071, 0.07473309608540925, 0.04285714285714286, 0.021505376344086023]",0.8112168633921084,0.8269794721407625,282,341
claude_simple,5,0.03317735329342544,"[0.4187192118226601, 0.13861386138613863, 0.06467661691542288, 0.03]",0.3220640223238948,0.46882217090069284,203,433
claude_simple,7,0.04139696998439294,"[0.2631578947368421, 0.06910569105691057, 0.0326530612244898, 0.01639344262295082]",0.7411182078088937,0.7694704049844237,247,321
claude_simple,6,0.08048133203711211,"[0.48846153846153845, 0.1583011583011583, 0.07751937984496124, 0.0311284046692607]",0.6886122606326943,0.7282913165266106,260,357
claude_simple,2,0.047622275546794095,"[0.38870431893687707, 0.09, 0.033444816053511704, 0.013422818791946308]",0.7564871232025194,0.7818181818181819,301,385
